index,angle,houghAngle,houghConfidence,projectionAngle,projectionConfidence,freqHoughAngle,freqHoughConfidence
3,-8.25,-8.00,0.81,-8.00,0.50,-8.00,0.03
3,-8.00,-8.00,1.00,-8.00,0.85,-8.00,0.04
3,-7.75,-8.00,0.74,-8.00,0.48,-8.00,0.02
3,-7.50,-7.00,0.22,-7.00,0.32,-7.00,0.02
3,-7.25,-7.00,0.85,-7.00,0.50,-7.00,0.04
3,-7.00,-7.00,1.00,-7.00,0.84,-7.00,0.18
3,-6.75,-7.00,0.90,-7.00,0.45,-7.00,0.02
3,-6.50,-6.00,0.22,-6.00,0.32,-7.00,0.01
3,-6.25,-6.00,0.82,-6.00,0.50,-6.00,0.03
3,-6.00,-6.00,1.00,-6.00,0.85,-6.00,0.05
3,-5.75,-6.00,0.93,-6.00,0.48,-6.00,0.02
3,-5.50,-5.00,0.28,-5.00,0.32,-5.00,0.01
3,-5.25,-5.00,0.76,-5.00,0.48,-5.00,0.03
3,-5.00,-5.00,1.00,-5.00,0.87,-5.00,0.19
3,-4.75,-5.00,0.86,-5.00,0.49,-5.00,0.02
3,-4.50,-5.00,0.23,-4.00,0.32,-4.00,0.03
3,-4.25,-4.00,0.88,-4.00,0.51,-4.00,0.03
3,-4.00,-4.00,1.00,-4.00,0.89,-4.00,0.20
3,-3.75,-4.00,0.86,-4.00,0.51,-4.00,0.02
3,-3.50,-4.00,0.22,-3.00,0.31,-3.00,0.01
3,-3.25,-3.00,0.83,-3.00,0.52,-3.00,0.03
3,-3.00,-3.00,1.00,-3.00,0.89,-3.00,0.06
3,-2.75,-3.00,0.93,-3.00,0.48,-3.00,0.03
3,-2.50,-2.00,0.16,-2.00,0.32,-2.00,0.02
3,-2.25,-2.00,0.88,-2.00,0.52,-2.00,0.03
3,-2.00,-2.00,1.00,-2.00,0.94,-2.00,0.07
3,-1.75,-2.00,0.83,-2.00,0.51,-2.00,0.02
3,-1.50,-2.00,0.24,-1.00,0.35,-1.00,0.02
3,-1.25,-1.00,0.78,-1.00,0.56,-1.00,0.02
3,-1.00,-1.00,1.00,-1.00,0.93,-1.00,0.04
3,-0.75,-1.00,0.93,-1.00,0.57,-1.00,0.02
3,-0.50,0.00,0.20,-1.00,0.38,0.00,0.01
3,-0.25,0.00,0.70,-0.00,0.77,0.00,0.03
3,0.00,0.00,1.00,-0.00,0.43,0.00,0.05
3,0.25,0.00,0.80,-0.00,0.76,0.00,0.03
3,0.50,0.00,0.20,1.00,0.38,0.00,0.01
3,0.75,1.00,0.83,1.00,0.57,1.00,0.02
3,1.00,1.00,1.00,1.00,0.92,1.00,0.04
3,1.25,1.00,0.85,1.00,0.54,1.00,0.02
3,1.50,1.00,0.19,1.00,0.34,1.00,0.02
3,1.75,2.00,0.79,2.00,0.52,2.00,0.02
3,2.00,2.00,1.00,2.00,0.93,2.00,0.05
3,2.25,2.00,0.96,2.00,0.51,2.00,0.04
3,2.50,3.00,0.16,3.00,0.31,2.00,0.01
3,2.75,3.00,0.76,3.00,0.49,3.00,0.02
3,3.00,3.00,1.00,3.00,0.87,3.00,0.06
3,3.25,3.00,0.81,3.00,0.51,3.00,0.02
3,3.50,3.00,0.24,3.00,0.31,4.00,0.01
3,3.75,4.00,0.90,4.00,0.51,4.00,0.02
3,4.00,4.00,1.00,4.00,0.87,4.00,0.08
3,4.25,4.00,0.79,4.00,0.49,4.00,0.02
3,4.50,4.00,0.23,4.00,0.32,4.00,0.02
3,4.75,5.00,0.76,5.00,0.48,5.00,0.02
3,5.00,5.00,1.00,5.00,0.87,5.00,0.15
3,5.25,5.00,0.63,5.00,0.47,5.00,0.02
3,5.50,6.00,0.24,6.00,0.32,6.00,0.01
3,5.75,6.00,0.80,6.00,0.48,6.00,0.02
3,6.00,6.00,1.00,6.00,0.84,6.00,0.07
3,6.25,6.00,0.82,6.00,0.50,6.00,0.04
3,6.50,7.00,0.23,6.00,0.31,7.00,0.02
3,6.75,7.00,0.78,7.00,0.47,7.00,0.03
3,7.00,7.00,1.00,7.00,0.84,7.00,0.05
3,7.25,7.00,0.86,7.00,0.49,7.00,0.03
3,7.50,8.00,0.21,7.00,0.31,7.00,0.01
3,7.75,8.00,0.77,8.00,0.47,8.00,0.03
3,8.00,8.00,1.00,8.00,0.83,8.00,0.07
3,8.25,8.00,0.80,8.00,0.48,8.00,0.03
3,8.50,8.00,0.23,9.00,0.32,8.00,0.01
3,8.75,9.00,0.73,9.00,0.49,9.00,0.02
3,9.00,9.00,1.00,9.00,0.83,9.00,0.06
3,9.25,9.00,0.90,9.00,0.49,9.00,0.03
3,9.50,9.00,0.24,9.00,0.31,9.00,0.02
3,9.75,10.00,0.70,10.00,0.50,10.00,0.03
3,10.00,10.00,1.00,10.00,0.83,10.00,0.06
4,-10.00,-10.00,0.56,-10.00,0.30,-10.00,0.44
4,-9.75,-10.00,0.56,-10.00,0.27,-10.00,0.05
4,-9.50,-10.00,0.27,-10.00,0.22,-9.00,0.02
4,-9.25,-9.00,0.26,-9.00,0.24,-9.00,0.05
4,-9.00,-9.00,0.57,-9.00,0.27,-9.00,0.23
4,-8.75,-9.00,0.48,-9.00,0.27,-9.00,0.07
4,-8.50,-9.00,0.28,-9.00,0.21,-8.00,0.02
4,-8.25,-8.00,0.39,-8.00,0.23,-8.00,0.09
4,-8.00,-8.00,0.51,-8.00,0.28,-8.00,0.48
4,-7.75,-8.00,0.55,-8.00,0.26,-8.00,0.03
4,-7.50,-7.00,0.20,-8.00,0.21,-8.00,0.02
4,-7.25,-7.00,0.49,-7.00,0.22,-7.00,0.11
4,-7.00,-7.00,1.00,-7.00,0.28,-7.00,0.44
4,-6.75,-7.00,0.50,-7.00,0.27,-7.00,0.05
4,-6.50,-6.00,0.19,-7.00,0.20,-7.00,0.01
4,-6.25,-6.00,0.35,-6.00,0.23,-6.00,0.09
4,-6.00,-6.00,0.80,-6.00,0.27,-6.00,0.44
4,-5.75,-6.00,0.61,-6.00,0.29,-6.00,0.04
4,-5.50,-6.00,0.27,-6.00,0.22,-6.00,0.01
4,-5.25,-5.00,0.33,-5.00,0.23,-5.00,0.11
4,-5.00,-5.00,1.00,-5.00,0.29,-5.00,0.30
4,-4.75,-5.00,0.67,-5.00,0.28,-5.00,0.06
4,-4.50,-5.00,0.30,-5.00,0.22,-4.00,0.02
4,-4.25,-4.00,0.42,-4.00,0.24,-4.00,0.04
4,-4.00,-4.00,0.67,-4.00,0.29,-4.00,0.23
4,-3.75,-4.00,0.50,-4.00,0.28,-4.00,0.08
4,-3.50,-4.00,0.24,-4.00,0.22,-4.00,0.01
4,-3.25,-3.00,0.33,-3.00,0.25,-3.00,0.10
4,-3.00,-3.00,0.80,-3.00,0.27,-3.00,0.43
4,-2.75,-3.00,0.66,-3.00,0.25,-3.00,0.05
4,-2.50,-3.00,0.32,-2.00,0.23,-2.00,0.01
4,-2.25,-2.00,0.36,-2.00,0.22,-2.00,0.05
4,-2.00,-2.00,0.81,-2.00,0.28,-2.00,0.36
4,-1.75,-2.00,0.57,-2.00,0.32,-2.00,0.04
4,-1.50,-2.00,0.33,-2.00,0.25,-1.00,0.02
4,-1.25,-1.00,0.39,-1.00,0.26,-1.00,0.03
4,-1.00,-1.00,0.80,-1.00,0.29,-1.00,0.21
4,-0.75,-1.00,0.58,-1.00,0.31,-1.00,0.02
4,-0.50,-1.00,0.35,-0.00,0.30,-1.00,0.02
4,-0.25,0.00,0.34,-1.00,0.22,0.00,0.07
4,0.00,0.00,1.00,-0.00,0.34,0.00,1.00
4,0.25,0.00,0.65,1.00,0.18,0.00,0.07
4,0.50,0.00,0.33,-0.00,0.33,1.00,0.01
4,0.75,1.00,0.43,1.00,0.24,1.00,0.03
4,1.00,1.00,0.51,1.00,0.28,1.00,0.17
4,1.25,1.00,0.63,1.00,0.30,1.00,0.05
4,1.50,1.00,0.30,1.00,0.23,1.00,0.02
4,1.75,2.00,0.38,2.00,0.26,2.00,0.03
4,2.00,2.00,1.00,2.00,0.29,2.00,0.51
4,2.25,2.00,0.80,2.00,0.28,2.00,0.06
4,2.50,2.00,0.27,2.00,0.24,2.00,0.02
4,2.75,3.00,0.38,3.00,0.21,3.00,0.05
4,3.00,3.00,0.66,3.00,0.27,3.00,0.37
4,3.25,3.00,0.60,3.00,0.27,3.00,0.18
4,3.50,3.00,0.34,3.00,0.24,3.00,0.02
4,3.75,4.00,0.46,4.00,0.24,4.00,0.04
4,4.00,4.00,1.00,4.00,0.29,4.00,0.15
4,4.25,4.00,0.57,4.00,0.27,4.00,0.07
4,4.50,4.00,0.28,4.00,0.24,4.00,0.02
4,4.75,5.00,0.45,5.00,0.23,5.00,0.05
4,5.00,5.00,0.58,5.00,0.30,5.00,0.52
4,5.25,5.00,0.45,5.00,0.27,5.00,0.10
4,5.50,5.00,0.22,5.00,0.21,5.00,0.02
4,5.75,6.00,0.28,6.00,0.23,6.00,0.04
4,6.00,6.00,0.52,6.00,0.26,6.00,0.44
4,6.25,6.00,0.82,6.00,0.29,6.00,0.15
4,6.50,6.00,0.24,6.00,0.21,6.00,0.02
4,6.75,7.00,0.36,7.00,0.24,7.00,0.04
4,7.00,7.00,0.65,7.00,0.25,7.00,0.53
4,7.25,7.00,0.57,7.00,0.26,7.00,0.14
4,7.50,7.00,0.29,7.00,0.23,8.00,0.02
4,7.75,8.00,0.36,8.00,0.23,8.00,0.03
4,8.00,8.00,1.00,8.00,0.28,8.00,0.43
4,8.25,8.00,0.65,8.00,0.27,8.00,0.14
4,8.50,8.00,0.26,8.00,0.22,8.00,0.03
4,8.75,9.00,0.33,9.00,0.24,9.00,0.05
4,9.00,9.00,0.67,9.00,0.27,9.00,0.29
4,9.25,9.00,0.78,9.00,0.27,9.00,0.07
4,9.50,10.00,0.15,9.00,0.23,9.00,0.02
4,9.75,10.00,0.31,10.00,0.24,10.00,0.04
4,10.00,10.00,0.67,10.00,0.29,10.00,0.54
5,-10.00,-10.00,0.97,-10.00,0.47,-10.00,0.13
5,-9.75,-10.00,0.29,-10.00,0.35,-10.00,0.10
5,-9.50,-9.00,0.12,-9.00,0.31,-9.00,0.06
5,-9.25,-9.00,0.63,-9.00,0.42,-9.00,0.04
5,-9.00,-9.00,0.85,-9.00,0.44,-9.00,0.16
5,-8.75,-9.00,0.33,-9.00,0.35,-9.00,0.09
5,-8.50,-8.00,0.09,-8.00,0.31,-8.00,0.05
5,-8.25,-8.00,0.67,-8.00,0.43,-8.00,0.05
5,-8.00,-8.00,0.97,-8.00,0.45,-8.00,0.09
5,-7.75,-8.00,0.16,-8.00,0.35,-8.00,0.07
5,-7.50,-7.00,0.12,-7.00,0.32,-8.00,0.06
5,-7.25,-7.00,0.77,-7.00,0.43,-7.00,0.05
5,-7.00,-7.00,0.76,-7.00,0.45,-7.00,0.11
5,-6.75,-7.00,0.30,-7.00,0.35,-7.00,0.08
5,-6.50,-6.00,0.09,-6.00,0.32,-6.00,0.02
5,-6.25,-6.00,0.48,-6.00,0.44,-6.00,0.11
5,-6.00,-6.00,0.99,-6.00,0.46,-6.00,0.21
5,-5.75,-6.00,0.19,-6.00,0.36,-6.00,0.07
5,-5.50,-5.00,0.12,-5.00,0.31,-6.00,0.03
5,-5.25,-5.00,0.55,-5.00,0.45,-5.00,0.08
5,-5.00,-5.00,0.97,-5.00,0.47,-5.00,0.13
5,-4.75,-5.00,0.27,-5.00,0.35,-5.00,0.06
5,-4.50,-4.00,0.07,-4.00,0.33,-4.00,0.05
5,-4.25,-4.00,0.66,-4.00,0.44,-4.00,0.05
5,-4.00,-4.00,0.82,-4.00,0.49,-4.00,0.08
5,-3.75,-4.00,0.36,-4.00,0.36,-4.00,0.04
5,-3.50,-4.00,0.09,-3.00,0.34,-3.00,0.04
5,-3.25,-3.00,0.63,-3.00,0.45,-3.00,0.04
5,-3.00,-3.00,0.88,-3.00,0.50,-3.00,0.09
5,-2.75,-3.00,0.20,-3.00,0.37,-3.00,0.05
5,-2.50,-2.00,0.23,-2.00,0.35,-2.00,0.04
5,-2.25,-2.00,0.68,-2.00,0.49,-2.00,0.05
5,-2.00,-2.00,0.96,-2.00,0.50,-2.00,0.07
5,-1.75,-2.00,0.29,-2.00,0.39,-2.00,0.08
5,-1.50,-1.00,0.07,-1.00,0.34,-1.00,0.04
5,-1.25,-1.00,0.72,-1.00,0.50,-1.00,0.07
5,-1.00,-1.00,0.92,-1.00,0.54,-1.00,0.12
5,-0.75,-1.00,0.24,-1.00,0.42,-1.00,0.05
5,-0.50,0.00,0.23,-0.00,0.48,-1.00,0.06
5,-0.25,0.00,0.72,-1.00,0.25,0.00,0.06
5,0.00,0.00,0.97,-0.00,0.71,0.00,0.36
5,0.25,0.00,0.44,1.00,0.28,0.00,0.05
5,0.50,1.00,0.10,-0.00,0.39,0.00,0.07
5,0.75,1.00,0.80,1.00,0.52,1.00,0.06
5,1.00,1.00,0.89,1.00,0.54,1.00,0.08
5,1.25,1.00,0.40,1.00,0.39,1.00,0.07
5,1.50,2.00,0.11,2.00,0.33,1.00,0.03
5,1.75,2.00,0.73,2.00,0.50,2.00,0.04
5,2.00,2.00,0.99,2.00,0.50,2.00,0.11
5,2.25,2.00,0.27,2.00,0.39,2.00,0.05
5,2.50,3.00,0.12,3.00,0.34,2.00,0.05
5,2.75,3.00,0.70,3.00,0.45,3.00,0.04
5,3.00,3.00,0.94,3.00,0.50,3.00,0.07
5,3.25,3.00,0.17,3.00,0.36,3.00,0.04
5,3.50,4.00,0.11,4.00,0.33,3.00,0.05
5,3.75,4.00,0.72,4.00,0.45,4.00,0.06
5,4.00,4.00,0.96,4.00,0.49,4.00,0.12
5,4.25,4.00,0.33,4.00,0.36,4.00,0.07
5,4.50,5.00,0.10,5.00,0.32,4.00,0.06
5,4.75,5.00,0.79,5.00,0.44,5.00,0.04
