index,angle,houghAngle,houghConfidence,projectionAngle,projectionConfidence,freqHoughAngle,freqHoughConfidence
5,-8.25,-8.00,1.00,-8.00,0.43,-8.00,1.00
5,-8.00,-8.00,1.00,-8.00,0.45,-8.00,1.00
5,-7.75,-8.00,1.00,-8.00,0.35,-8.00,1.00
5,-7.50,-7.00,0.52,-7.00,0.32,-8.00,0.43
5,-7.25,-7.00,1.00,-7.00,0.43,-7.00,1.00
5,-7.00,-7.00,1.00,-7.00,0.45,-7.00,1.00
5,-6.75,-7.00,1.00,-7.00,0.35,-7.00,1.00
5,-6.50,-6.00,0.51,-6.00,0.32,-6.00,0.40
5,-6.25,-6.00,1.00,-6.00,0.44,-6.00,1.00
5,-6.00,-6.00,1.00,-6.00,0.46,-6.00,1.00
5,-5.75,-6.00,1.00,-6.00,0.36,-6.00,1.00
5,-5.50,-5.00,0.52,-5.00,0.31,-6.00,0.22
5,-5.25,-5.00,1.00,-5.00,0.45,-5.00,1.00
5,-5.00,-5.00,1.00,-5.00,0.47,-5.00,1.00
5,-4.75,-5.00,1.00,-5.00,0.35,-5.00,1.00
5,-4.50,-4.00,0.61,-4.00,0.33,-4.00,0.62
5,-4.25,-4.00,1.00,-4.00,0.44,-4.00,1.00
5,-4.00,-4.00,1.00,-4.00,0.49,-4.00,1.00
5,-3.75,-4.00,1.00,-4.00,0.36,-4.00,1.00
5,-3.50,-4.00,0.53,-3.00,0.34,-3.00,0.62
5,-3.25,-3.00,1.00,-3.00,0.45,-3.00,1.00
5,-3.00,-3.00,1.00,-3.00,0.50,-3.00,1.00
5,-2.75,-3.00,1.00,-3.00,0.37,-3.00,1.00
5,-2.50,-2.00,0.54,-2.00,0.35,-2.00,0.51
5,-2.25,-2.00,1.00,-2.00,0.49,-2.00,1.00
5,-2.00,-2.00,1.00,-2.00,0.50,-2.00,1.00
5,-1.75,-2.00,1.00,-2.00,0.39,-2.00,1.00
5,-1.50,-1.00,0.42,-1.00,0.34,-1.00,0.60
5,-1.25,-1.00,1.00,-1.00,0.50,-1.00,1.00
5,-1.00,-1.00,1.00,-1.00,0.54,-1.00,1.00
5,-0.75,-1.00,1.00,-1.00,0.42,-1.00,0.63
5,-0.50,0.00,1.00,-0.00,0.48,-1.00,0.42
5,-0.25,0.00,1.00,-1.00,0.25,0.00,1.00
5,0.00,0.00,1.00,-0.00,0.71,0.00,1.00
5,0.25,0.00,1.00,1.00,0.28,0.00,1.00
5,0.50,1.00,0.57,-0.00,0.39,0.00,0.43
5,0.75,1.00,1.00,1.00,0.52,1.00,0.53
5,1.00,1.00,1.00,1.00,0.54,1.00,1.00
5,1.25,1.00,1.00,1.00,0.39,1.00,1.00
5,1.50,2.00,0.46,2.00,0.33,1.00,0.38
5,1.75,2.00,1.00,2.00,0.50,2.00,0.54
5,2.00,2.00,1.00,2.00,0.50,2.00,1.00
5,2.25,2.00,1.00,2.00,0.39,2.00,1.00
5,2.50,3.00,0.58,3.00,0.34,2.00,0.54
5,2.75,3.00,1.00,3.00,0.45,3.00,1.00
5,3.00,3.00,1.00,3.00,0.50,3.00,1.00
5,3.25,3.00,1.00,3.00,0.36,3.00,0.53
5,3.50,4.00,0.44,4.00,0.33,3.00,0.38
5,3.75,4.00,1.00,4.00,0.45,4.00,1.00
5,4.00,4.00,1.00,4.00,0.49,4.00,1.00
5,4.25,4.00,1.00,4.00,0.36,4.00,1.00
5,4.50,5.00,0.45,5.00,0.32,4.00,1.00
5,4.75,5.00,1.00,5.00,0.44,5.00,1.00
5,5.00,5.00,1.00,5.00,0.48,5.00,1.00
5,5.25,5.00,1.00,5.00,0.36,5.00,1.00
5,5.50,6.00,0.60,6.00,0.30,5.00,0.36
5,5.75,6.00,1.00,6.00,0.44,6.00,0.62
5,6.00,6.00,1.00,6.00,0.45,6.00,1.00
5,6.25,6.00,1.00,6.00,0.35,6.00,1.00
5,6.50,7.00,0.58,7.00,0.32,6.00,0.55
5,6.75,7.00,1.00,7.00,0.42,7.00,1.00
5,7.00,7.00,1.00,7.00,0.45,7.00,1.00
5,7.25,7.00,1.00,7.00,0.35,7.00,1.00
5,7.50,8.00,0.45,8.00,0.31,8.00,0.74
5,7.75,8.00,1.00,8.00,0.42,8.00,0.77
5,8.00,8.00,1.00,8.00,0.43,8.00,1.00
5,8.25,8.00,1.00,8.00,0.35,8.00,1.00
5,8.50,9.00,0.51,9.00,0.31,8.00,0.52
5,8.75,9.00,1.00,9.00,0.43,9.00,0.77
5,9.00,9.00,1.00,9.00,0.44,9.00,1.00
5,9.25,9.00,1.00,9.00,0.33,9.00,1.00
5,9.50,10.00,0.50,10.00,0.31,9.00,0.37
5,9.75,10.00,1.00,10.00,0.43,10.00,0.63
5,10.00,10.00,1.00,10.00,0.47,10.00,1.00
6,-10.00,-10.00,1.00,-10.00,0.51,-10.00,1.00
6,-9.75,-10.00,1.00,-10.00,0.35,-10.00,0.53
6,-9.50,-10.00,0.71,-9.00,0.34,-9.00,1.00
6,-9.25,-9.00,1.00,-9.00,0.47,-9.00,1.00
6,-9.00,-9.00,1.00,-9.00,0.47,-9.00,1.00
6,-8.75,-9.00,1.00,-9.00,0.35,-9.00,0.45
6,-8.50,-9.00,0.72,-8.00,0.33,-8.00,1.00
6,-8.25,-8.00,1.00,-8.00,0.48,-8.00,1.00
6,-8.00,-8.00,1.00,-8.00,0.48,-8.00,1.00
6,-7.75,-8.00,1.00,-8.00,0.34,-8.00,0.52
6,-7.50,-8.00,0.39,-7.00,0.34,-7.00,1.00
6,-7.25,-7.00,1.00,-7.00,0.46,-7.00,1.00
6,-7.00,-7.00,1.00,-7.00,0.47,-7.00,1.00
6,-6.75,-7.00,1.00,-7.00,0.35,-7.00,0.51
6,-6.50,-7.00,0.63,-6.00,0.32,-6.00,0.44
6,-6.25,-6.00,1.00,-6.00,0.49,-6.00,1.00
6,-6.00,-6.00,1.00,-6.00,0.47,-6.00,1.00
6,-5.75,-6.00,1.00,-6.00,0.35,-6.00,1.00
6,-5.50,-6.00,0.52,-5.00,0.32,-5.00,1.00
6,-5.25,-5.00,1.00,-5.00,0.49,-5.00,1.00
6,-5.00,-5.00,1.00,-5.00,0.48,-5.00,1.00
6,-4.75,-5.00,0.95,-5.00,0.34,-5.00,0.45
6,-4.50,-5.00,0.52,-4.00,0.34,-4.00,0.44
6,-4.25,-4.00,1.00,-4.00,0.48,-4.00,1.00
